feature_gene	class_gene	start	end	strand	symbol	locus_tag	feature_interval_length	attributes_gene	feature_product	class_product	product_accession_product	non-redundant_refseq_product	name_product	product_length_product	attributes_product	old_locus_tag
gene	protein_coding	164020	165456	-		PP_RS00795	1437	old_locus_tag	CDS	with_protein	WP_003252919.1	WP_003252919.1	NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta	478.0		PP_0155
gene	protein_coding	165459	165773	-		PP_RS00800	315	old_locus_tag	CDS	with_protein	WP_003252914.1	WP_003252914.1	NAD(P) transhydrogenase subunit alpha	104.0		PP_5747
gene	protein_coding	165785	166906	-		PP_RS00805	1122	old_locus_tag	CDS	with_protein	WP_020191551.1	WP_020191551.1	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	373.0		PP_0156
gene	protein_coding	167326	168243	-		PP_RS00810	918	old_locus_tag	CDS	with_protein	WP_010951546.1	WP_010951546.1	LysR family transcriptional regulator	305.0		PP_0157
gene	protein_coding	168404	169585	+		PP_RS00815	1182	old_locus_tag	CDS	with_protein	WP_010951547.1	WP_010951547.1	acyl-CoA dehydrogenase	393.0		PP_0158
gene	protein_coding	169599	170819	+		PP_RS00820	1221	old_locus_tag	CDS	with_protein	WP_010951548.1	WP_010951548.1	CaiB/BaiF CoA-transferase family protein	406.0		PP_0159
gene	rRNA	171374	172910	+		PP_RS00825	1537	old_locus_tag	rRNA				16S ribosomal RNA			PP_16SA
gene	rRNA	173203	176095	+		PP_RS00830	2893	old_locus_tag	rRNA				23S ribosomal RNA			PP_23SA
gene	rRNA	176239	176354	+	rrf	PP_RS00835	116	old_locus_tag	rRNA				5S ribosomal RNA			PP_5SA
gene	rRNA	176804	178340	+		PP_RS00840	1537	old_locus_tag	rRNA				16S ribosomal RNA			PP_16SB
gene	rRNA	178633	181525	+		PP_RS00845	2893	old_locus_tag	rRNA				23S ribosomal RNA			PP_23SB
gene	rRNA	181669	181784	+	rrf	PP_RS00850	116	old_locus_tag	rRNA				5S ribosomal RNA			PP_r01
gene	rRNA	181894	182009	+	rrf	PP_RS00855	116	old_locus_tag	rRNA				5S ribosomal RNA			PP_5SB
gene	protein_coding	182076	184490	-		PP_RS00860	2415	old_locus_tag	CDS	with_protein	WP_049588104.1	WP_049588104.1	TonB-dependent siderophore receptor	804.0		PP_0160
gene	protein_coding	184656	185612	-		PP_RS00865	957	old_locus_tag	CDS	with_protein	WP_010951550.1	WP_010951550.1	FecR family protein	318.0		PP_0161
gene	protein_coding	185617	186120	-		PP_RS00870	504	old_locus_tag	CDS	with_protein	WP_049588107.1	WP_049588107.1	sigma-70 family RNA polymerase sigma factor	167.0		PP_0162
gene	protein_coding	186227	186916	-		PP_RS00875	690	old_locus_tag	CDS	with_protein	WP_010951552.1	WP_010951552.1	GntR family transcriptional regulator	229.0		PP_0163
gene	protein_coding	187120	187881	+		PP_RS00880	762	old_locus_tag	CDS	with_protein	WP_172835033.1	WP_172835033.1	transglutaminase-like cysteine peptidase	253.0		PP_0164
gene	protein_coding	187892	189838	+		PP_RS00885	1947	old_locus_tag	CDS	with_protein	WP_010951554.1	WP_010951554.1	EAL domain-containing protein	648.0		PP_0165
gene	protein_coding	189995	191353	-		PP_RS00890	1359	old_locus_tag	CDS	with_protein	WP_172830945.1	WP_172830945.1	HlyD family type I secretion periplasmic adaptor subunit	452.0		PP_0166
gene	protein_coding	191361	193517	-		PP_RS00895	2157	old_locus_tag	CDS	with_protein	WP_003256004.1	WP_003256004.1	type I secretion system permease/ATPase	718.0		PP_0167
gene	protein_coding	194495	220543	+		PP_RS00900	26049	old_locus_tag	CDS	with_protein	WP_010951556.1	WP_010951556.1	immunoglobulin-like domain-containing protein	8682.0		PP_0168
gene	protein_coding	220689	221030	+		PP_RS00905	342	old_locus_tag	CDS	with_protein	WP_003255921.1	WP_003255921.1	hypothetical protein	113.0		PP_5431
gene	protein_coding	221229	222128	+		PP_RS00910	900	old_locus_tag	CDS	with_protein	WP_010951557.1	WP_010951557.1	TauD/TfdA family dioxygenase	299.0		PP_0169
gene	protein_coding	222146	223165	+		PP_RS00915	1020	old_locus_tag	CDS	with_protein	WP_010951558.1	WP_010951558.1	ABC transporter substrate-binding protein	339.0		PP_0170
gene	protein_coding	223172	224035	+		PP_RS00920	864	old_locus_tag	CDS	with_protein	WP_010951559.1	WP_010951559.1	ABC transporter ATP-binding protein	287.0		PP_0171
gene	protein_coding	224050	224913	+		PP_RS00925	864	old_locus_tag	CDS	with_protein	WP_010951560.1	WP_010951560.1	ABC transporter permease	287.0		PP_0172
gene	protein_coding	225031	225591	-		PP_RS00930	561	old_locus_tag	CDS	with_protein	WP_003255912.1	WP_003255912.1	WYL domain-containing protein	186.0		PP_0173
gene	protein_coding	225799	226593	+		PP_RS00935	795	old_locus_tag	CDS	with_protein	WP_049588031.1	WP_049588031.1	tetratricopeptide repeat protein	264.0		PP_0174
gene	protein_coding	226726	227178	+		PP_RS00940	453	old_locus_tag	CDS	with_protein	WP_010951563.1	WP_010951563.1	MarR family transcriptional regulator	150.0		PP_0175
gene	protein_coding	227175	229262	+		PP_RS00945	2088	old_locus_tag	CDS	with_protein	WP_010951564.1	WP_010951564.1	FUSC family protein	695.0		PP_0176
gene	protein_coding	229259	229471	+		PP_RS00950	213	old_locus_tag	CDS	with_protein	WP_003255905.1	WP_003255905.1	DUF1656 domain-containing protein	70.0		PP_0177
gene	protein_coding	229468	230343	+		PP_RS00955	876	old_locus_tag	CDS	with_protein	WP_010951565.1	WP_010951565.1	HlyD family secretion protein	291.0		PP_0178
gene	protein_coding	230340	231758	+		PP_RS00960	1419	old_locus_tag	CDS	with_protein	WP_010951566.1	WP_010951566.1	TolC family protein	472.0		PP_0179
gene	protein_coding	231869	233812	+		PP_RS00965	1944	old_locus_tag	CDS	with_protein	WP_049588034.1	WP_049588034.1	FTR1 family protein	647.0		PP_0180
gene	protein_coding	233875	234120	-		PP_RS00970	246	old_locus_tag	CDS	with_protein	WP_003255900.1	WP_003255900.1	TIGR02647 family protein	81.0		PP_0181
gene	protein_coding	234190	234492	-		PP_RS00975	303	old_locus_tag	CDS	with_protein	WP_010951568.1	WP_010951568.1	hypothetical protein	100.0		PP_0182
gene	protein_coding	234641	235303	+		PP_RS00980	663	old_locus_tag	CDS	with_protein	WP_010951569.1	WP_010951569.1	glutathione S-transferase	220.0		PP_0183
gene	protein_coding	235428	236822	-	argH	PP_RS00985	1395	old_locus_tag	CDS	with_protein	WP_049588037.1	WP_049588037.1	argininosuccinate lyase	464.0		PP_0184
gene	protein_coding	237120	237863	+		PP_RS00990	744	old_locus_tag	CDS	with_protein	WP_010951571.1	WP_010951571.1	LytTR family DNA-binding domain-containing protein	247.0		PP_0185
gene	protein_coding	237982	238923	+	hemC	PP_RS00995	942	old_locus_tag	CDS	with_protein	WP_003255895.1	WP_003255895.1	hydroxymethylbilane synthase	313.0		PP_0186
gene	protein_coding	238920	239687	+		PP_RS01000	768	old_locus_tag	CDS	with_protein	WP_010951572.1	WP_010951572.1	uroporphyrinogen-III synthase	255.0		PP_0187
gene	protein_coding	239733	240833	+		PP_RS01005	1101	old_locus_tag	CDS	with_protein	WP_049588039.1	WP_049588039.1	uroporphyrinogen-III C-methyltransferase	366.0		PP_0188
gene	protein_coding	240830	242068	+		PP_RS01010	1239	old_locus_tag	CDS	with_protein	WP_010951574.1	WP_010951574.1	heme biosynthesis protein HemY	412.0		PP_0189
gene	protein_coding	242291	242797	+		PP_RS01015	507	old_locus_tag	CDS	with_protein	WP_010951575.1	WP_010951575.1	disulfide bond formation protein B	168.0		PP_0190
gene	protein_coding	243029	243499	+		PP_RS01020	471	old_locus_tag	CDS	with_protein	WP_003255887.1	WP_003255887.1	Rsd/AlgQ family anti-sigma factor	156.0		PP_0191
gene	protein_coding	243508	244146	-		PP_RS01025	639	old_locus_tag	CDS	with_protein	WP_049588040.1	WP_049588040.1	FKBP-type peptidyl-prolyl cis-trans isomerase	212.0		PP_0192
gene	protein_coding	244325	245314	+		PP_RS01030	990	old_locus_tag	CDS	with_protein	WP_010951578.1	WP_010951578.1	AlgP family protein	329.0		PP_0194
gene	protein_coding	245293	245772	-		PP_RS01035	480	old_locus_tag	CDS	with_protein	WP_010951579.1	WP_010951579.1	TIGR02444 family protein	159.0		PP_0195
gene	protein_coding	245823	247733	+		PP_RS01040	1911	old_locus_tag	CDS	with_protein	WP_010951580.1	WP_010951580.1	ATP-binding cassette domain-containing protein	636.0		PP_0196
gene	protein_coding	247733	248320	+		PP_RS01045	588	old_locus_tag	CDS	with_protein	WP_010951581.1	WP_010951581.1	mechanosensitive ion channel family protein	195.0		PP_0197
gene	protein_coding	248420	249052	+		PP_RS01050	633	old_locus_tag	CDS	with_protein	WP_010951582.1	WP_010951582.1	LysE family transporter	210.0		PP_0198
gene	protein_coding	249101	249853	-		PP_RS01055	753	old_locus_tag	CDS	with_protein	WP_049588043.1	WP_049588043.1	slipin family protein	250.0		PP_0199
gene	protein_coding	249856	251202	-		PP_RS01060	1347	old_locus_tag	CDS	with_protein	WP_010951584.1	WP_010951584.1	nodulation protein NfeD	448.0		PP_0200
gene	protein_coding	251301	251759	+		PP_RS01065	459	old_locus_tag	CDS	with_protein	WP_049588045.1	WP_049588045.1	YbaK/EbsC family protein	152.0		PP_0201
gene	protein_coding	251821	252063	+		PP_RS01070	243	old_locus_tag	CDS	with_protein	WP_020190423.1	WP_020190423.1	DUF2789 domain-containing protein	80.0		PP_5432
gene	protein_coding	252133	252771	+		PP_RS01075	639	old_locus_tag	CDS	with_protein	WP_003255871.1	WP_003255871.1	hypothetical protein	212.0		PP_5433
gene	protein_coding	252778	253215	-		PP_RS01080	438	old_locus_tag	CDS	with_protein	WP_010951586.1	WP_010951586.1	CBS domain-containing protein	145.0		PP_0202
gene	protein_coding	253386	255116	-		PP_RS01085	1731	old_locus_tag	CDS	with_protein	WP_010951587.1	WP_010951587.1	dipeptidase	576.0		PP_0203
gene	tRNA	255279	255355	-		PP_RS01090	77	old_locus_tag	tRNA				tRNA-Arg		anticodon=CCG	PP_t74
gene	protein_coding	255569	256318	+		PP_RS01095	750	old_locus_tag	CDS	with_protein	WP_010951588.1	WP_010951588.1	GntR family transcriptional regulator	249.0		PP_0204
gene	protein_coding	256315	258039	+		PP_RS01100	1725	old_locus_tag	CDS	with_protein	WP_010951589.1	WP_010951589.1	fumarate reductase/succinate dehydrogenase flavoprotein subunit	574.0		PP_0205
gene	protein_coding	258102	258347	+		PP_RS01105	246	old_locus_tag	CDS	with_protein	WP_010951590.1	WP_010951590.1	ferredoxin family protein	81.0		PP_0206
gene	protein_coding	258467	259873	+		PP_RS01110	1407	old_locus_tag	CDS	with_protein	WP_010951591.1	WP_010951591.1	ABC transporter substrate-binding protein	468.0		PP_0207
gene	protein_coding	259889	260671	+		PP_RS01115	783	old_locus_tag	CDS	with_protein	WP_010951592.1	WP_010951592.1	ABC transporter permease	260.0		PP_0208
gene	protein_coding	260671	261522	+		PP_RS01120	852	old_locus_tag	CDS	with_protein	WP_010951593.1	WP_010951593.1	ABC transporter ATP-binding protein	283.0		PP_0209
gene	protein_coding	261519	262484	+		PP_RS01125	966	old_locus_tag	CDS	with_protein	WP_010951594.1	WP_010951594.1	HEAT repeat domain-containing protein	321.0		PP_0210
gene	protein_coding	262484	262765	+		PP_RS01130	282	old_locus_tag	CDS	with_protein	WP_010951595.1	WP_010951595.1	gamma-butyrobetaine hydroxylase-like domain-containing protein	93.0		PP_0211
gene	pseudogene	262772	262952	+		PP_RS28825	181	partial;pseudo;old_locus_tag	CDS	without_protein			aryl-sulfate sulfotransferase		partial;pseudo	PP_5434
gene	protein_coding	263250	264692	+	gabD	PP_RS01135	1443	old_locus_tag	CDS	with_protein	WP_010951596.1	WP_010951596.1	NADP-dependent succinate-semialdehyde dehydrogenase	480.0		PP_0213
gene	protein_coding	264875	266152	+	gabT	PP_RS01140	1278	old_locus_tag	CDS	with_protein	WP_003255866.1	WP_003255866.1	4-aminobutyrate--2-oxoglutarate transaminase	425.0		PP_0214
gene	protein_coding	266291	267550	+		PP_RS01145	1260	old_locus_tag	CDS	with_protein	WP_010951597.1	WP_010951597.1	response regulator	419.0		PP_0215
gene	protein_coding	267641	268669	-		PP_RS01150	1029	old_locus_tag	CDS	with_protein	WP_049588052.1	WP_049588052.1	sensor domain-containing diguanylate cyclase	342.0		PP_0216
gene	protein_coding	268769	269953	-	desA	PP_RS01155	1185	old_locus_tag	CDS	with_protein	WP_010951599.1	WP_010951599.1	delta-9 fatty acid desaturase DesA	394.0		PP_0217
gene	protein_coding	270100	271995	+		PP_RS01160	1896	old_locus_tag	CDS	with_protein	WP_010951600.1	WP_010951600.1	EAL domain-containing protein	631.0		PP_0218
gene	protein_coding	272024	272668	-		PP_RS01165	645	old_locus_tag	CDS	with_protein	WP_010951601.1	WP_010951601.1	methionine ABC transporter permease	214.0		PP_0219
gene	protein_coding	272658	273767	-		PP_RS01170	1110	old_locus_tag	CDS	with_protein	WP_010951602.1	WP_010951602.1	ATP-binding cassette domain-containing protein	369.0		PP_0220
gene	protein_coding	273769	274569	-		PP_RS01175	801	old_locus_tag	CDS	with_protein	WP_010951603.1	WP_010951603.1	MetQ/NlpA family ABC transporter substrate-binding protein	266.0		PP_0221
gene	protein_coding	274562	275947	-		PP_RS01180	1386	old_locus_tag	CDS	with_protein	WP_010951604.1	WP_010951604.1	LLM class flavin-dependent oxidoreductase	461.0		PP_0222
gene	protein_coding	275947	277128	-		PP_RS01185	1182	old_locus_tag	CDS	with_protein	WP_049588088.1	WP_049588088.1	SfnB family sulfur acquisition oxidoreductase	393.0		PP_0223
gene	protein_coding	277264	278505	-		PP_RS01190	1242	old_locus_tag	CDS	with_protein	WP_010951606.1	WP_010951606.1	SfnB family sulfur acquisition oxidoreductase	413.0		PP_0224
gene	protein_coding	278819	279577	-	tcyN	PP_RS01195	759	old_locus_tag	CDS	with_protein	WP_010951607.1	WP_010951607.1	L-cystine ABC transporter ATP-binding protein TcyN	252.0		PP_0225
gene	protein_coding	279580	280248	-	tcyL	PP_RS01200	669	old_locus_tag	CDS	with_protein	WP_003255849.1	WP_003255849.1	cystine ABC transporter permease	222.0		PP_0226
gene	protein_coding	280245	281039	-	tcyJ	PP_RS01205	795	old_locus_tag	CDS	with_protein	WP_010951608.1	WP_010951608.1	cystine ABC transporter substrate-binding protein	264.0		PP_0227
gene	protein_coding	281348	282280	+	epsC	PP_RS01210	933	old_locus_tag	CDS	with_protein	WP_003255846.1	WP_003255846.1	serine O-acetyltransferase EpsC	310.0		PP_0228
gene	protein_coding	282592	284553	+	betT	PP_RS01215	1962	old_locus_tag	CDS	with_protein	WP_010951610.1	WP_010951610.1	choline transporter BetT	653.0		PP_0229
gene	protein_coding	284616	285449	-	tauD	PP_RS01220	834	old_locus_tag	CDS	with_protein	WP_010951611.1	WP_010951611.1	taurine dioxygenase	277.0		PP_0230
gene	protein_coding	285498	286337	-	tauC	PP_RS01225	840	old_locus_tag	CDS	with_protein	WP_010951612.1	WP_010951612.1	taurine ABC transporter permease TauC	279.0		PP_0231
gene	protein_coding	286334	287122	-	tauB	PP_RS01230	789	old_locus_tag	CDS	with_protein	WP_010951613.1	WP_010951613.1	taurine ABC transporter ATP-binding subunit	262.0		PP_0232
gene	protein_coding	287136	288107	-	tauA	PP_RS01235	972	old_locus_tag	CDS	with_protein	WP_003255840.1	WP_003255840.1	taurine ABC transporter substrate-binding protein	323.0		PP_0233
gene	protein_coding	288582	289916	+		PP_RS01240	1335	old_locus_tag	CDS	with_protein	WP_010951614.1	WP_010951614.1	OprD family porin	444.0		PP_0234
gene	protein_coding	290082	290720	+		PP_RS01245	639	old_locus_tag	CDS	with_protein	WP_003255836.1	WP_003255836.1	peroxiredoxin	212.0		PP_0235
gene	protein_coding	290940	291533	+	ssuE	PP_RS01250	594	old_locus_tag	CDS	with_protein	WP_003255835.1	WP_003255835.1	NADPH-dependent FMN reductase	197.0		PP_0236
gene	protein_coding	291619	292584	+		PP_RS01255	966	old_locus_tag	CDS	with_protein	WP_010951615.1	WP_010951615.1	sulfonate ABC transporter substrate-binding protein	321.0		PP_0237
gene	protein_coding	292644	293792	+	ssuD	PP_RS01260	1149	old_locus_tag	CDS	with_protein	WP_003255833.1	WP_003255833.1	FMNH2-dependent alkanesulfonate monooxygenase	382.0		PP_0238
gene	protein_coding	293803	294600	+	ssuC	PP_RS01265	798	old_locus_tag	CDS	with_protein	WP_010951616.1	WP_010951616.1	aliphatic sulfonate ABC transporter permease SsuC	265.0		PP_0239
gene	protein_coding	294597	295409	+	ssuB	PP_RS01270	813	old_locus_tag	CDS	with_protein	WP_010951617.1	WP_010951617.1	aliphatic sulfonates ABC transporter ATP-binding protein	270.0		PP_0240
gene	protein_coding	295437	295652	+		PP_RS01275	216	old_locus_tag	CDS	with_protein	WP_003255829.1	WP_003255829.1	molybdopterin-binding protein	71.0		PP_0241
gene	protein_coding	295794	296426	-		PP_RS01280	633	old_locus_tag	CDS	with_protein	WP_010951618.1	WP_010951618.1	TetR/AcrR family transcriptional regulator	210.0		PP_0242
gene	protein_coding	296426	298018	-	gshA	PP_RS01285	1593	old_locus_tag	CDS	with_protein	WP_049588057.1	WP_049588057.1	glutamate--cysteine ligase	530.0		PP_0243
gene	protein_coding	298157	298540	-		PP_RS01290	384	old_locus_tag	CDS	with_protein	WP_010951620.1	WP_010951620.1	PaaI family thioesterase	127.0		PP_0244
gene	protein_coding	298540	300864	-		PP_RS01295	2325	old_locus_tag	CDS	with_protein	WP_049588059.1	WP_049588059.1	Tex family protein	774.0		PP_0245
gene	protein_coding	301082	301822	+	ompR	PP_RS01300	741	old_locus_tag	CDS	with_protein	WP_003255821.1	WP_003255821.1	two-component system response regulator OmpR	246.0		PP_0246
gene	protein_coding	301836	303149	+		PP_RS01305	1314	old_locus_tag	CDS	with_protein	WP_003255819.1	WP_003255819.1	ATP-binding protein	437.0		PP_0247
gene	protein_coding	303247	304152	-	rimK	PP_RS01310	906	old_locus_tag	CDS	with_protein	WP_003255817.1	WP_003255817.1	30S ribosomal protein S6--L-glutamate ligase	301.0		PP_0248
gene	protein_coding	304149	304631	-		PP_RS01315	483	old_locus_tag	CDS	with_protein	WP_004576370.1	WP_004576370.1	ATP-dependent zinc protease	160.0		PP_0249
gene	protein_coding	304741	305142	+		PP_RS01320	402	old_locus_tag	CDS	with_protein	WP_003255812.1	WP_003255812.1	S4 domain-containing protein	133.0		PP_0250
gene	protein_coding	305171	305965	-		PP_RS01325	795	old_locus_tag	CDS	with_protein	WP_010951623.1	WP_010951623.1	phosphatase PAP2 family protein	264.0		PP_0251
gene	protein_coding	306086	306985	+	hslO	PP_RS01330	900	old_locus_tag	CDS	with_protein	WP_010951624.1	WP_010951624.1	Hsp33 family molecular chaperone HslO	299.0		PP_0252
gene	pseudogene	307165	308705	+		PP_RS01335	1541	pseudo;old_locus_tag	CDS	without_protein			phosphoenolpyruvate carboxykinase		pseudo	PP_0253
gene	protein_coding	308854	309294	+		PP_RS01340	441	old_locus_tag	CDS	with_protein	WP_010951625.1	WP_010951625.1	thioesterase family protein	146.0		PP_0254
gene	protein_coding	309351	309833	-		PP_RS01345	483	old_locus_tag	CDS	with_protein	WP_010951626.1	WP_010951626.1	glycine zipper domain-containing protein	160.0		PP_0255
gene	protein_coding	310030	312375	-		PP_RS01350	2346	old_locus_tag	CDS	with_protein	WP_010951627.1	WP_010951627.1	FdhF/YdeP family oxidoreductase	781.0		PP_0256
gene	protein_coding	312381	313211	-	fdhD	PP_RS01355	831	old_locus_tag	CDS	with_protein	WP_010951628.1	WP_010951628.1	formate dehydrogenase accessory sulfurtransferase FdhD	276.0		PP_0257
gene	protein_coding	313387	313827	+	lysM	PP_RS01360	441	old_locus_tag	CDS	with_protein	WP_010951629.1	WP_010951629.1	peptidoglycan-binding protein LysM	146.0		PP_0258
gene	protein_coding	313878	314540	-	yrfG	PP_RS01365	663	old_locus_tag	CDS	with_protein	WP_010951630.1	WP_010951630.1	GMP/IMP nucleotidase	220.0		PP_0259
gene	protein_coding	314605	315171	+	nudE	PP_RS01370	567	old_locus_tag	CDS	with_protein	WP_003255794.1	WP_003255794.1	ADP compounds hydrolase NudE	188.0		PP_0260
gene	protein_coding	315168	315986	+	cysQ	PP_RS01375	819	old_locus_tag	CDS	with_protein	WP_049588063.1	WP_049588063.1	3'(2'),5'-bisphosphate nucleotidase CysQ	272.0		PP_0261
gene	protein_coding	316069	316524	-		PP_RS01380	456	old_locus_tag	CDS	with_protein	WP_010951632.1	WP_010951632.1	YiiD C-terminal domain-containing protein	151.0		PP_0262
gene	protein_coding	316524	317930	-		PP_RS01385	1407	old_locus_tag	CDS	with_protein	WP_010951633.1	WP_010951633.1	sigma-54 dependent transcriptional regulator	468.0		PP_0263
gene	protein_coding	317927	319741	-		PP_RS01390	1815	old_locus_tag	CDS	with_protein	WP_010951634.1	WP_010951634.1	ATP-binding protein	604.0		PP_0264
gene	protein_coding	319784	320329	-	rfbC	PP_RS01395	546	old_locus_tag	CDS	with_protein	WP_010951635.1	WP_010951635.1	dTDP-4-dehydrorhamnose 3,5-epimerase	181.0		PP_0265
